content,date,title,label
"SURYA.co.id - Panglima TNI Jenderal Andika Perkasa mengungkapkan keinginan besarnya terkait kemajuan Sekolah Staf dan Komando atau Sesko TNI.Jenderal Andika Perkasa ingin Sesko TNI bisa setara dengan National War College di Amerika Serikat.""Saya ingin Sesko TNI ini programnya War College, jadi ada padanannya,"" kata dia, usai menerima kunjungan Komandan Sesko TNI, Marsekal Madya TNI Diyah Yudanardi, sebagaimana dipantau dari kanal YouTube-nya.Keinginan dia itu untuk menjawab berbagai tantangan di bidang pendidikan tinggi militer.Selain itu, diharapkan satuan pendidikan yang baru lebih memberikan cakupan luas.Jadi, kata jenderal empat bintang yang banyak mengeyam pendidikan tinggi di Amerika Serikat itu, lembaga pendidikan yang dia katakan itu bukan saja sebagai Sekolah Staf dan Komando tetapi juga memberikan pengetahuan dan pendidikan yang lebih luas serta berkaitan dengan pertahanan dan keamanan negara.""Bukan gabungan lagi. Jadi lebih besar lagi dari Sekolah Staf dan Komando,"" ujarnya.Keinginan dan harapan dia menjadikan Sesko TNI jadi satuan pendidikan tinggi setingkat War College, juga agar tidak tertinggal dari negara-negara maju yang lebih dulu mendirikannya.Menurut dia, pengembangan satuan pendidikan baru, akan memberikan kemajuan bagi lembaga pendidikan tinggi di tubuh TNI.Selain itu, hal tersebut juga dapat meningkatkan kualitas sumber daya prajurit. National War College Amerika Serikat yang berlokasi di Fort Lesley J McNair, Washington DC, sebagaimana dikutip dari situs resminya, memiliki misi mendidik calon pemimpin masa depan Angkatan Bersenjata Amerika Serikat, Departemen Luar Negeri, dan berbagai badan sipil lain tentang kebijakan tingkat tinggi, tanggung jawab staf dan komando melalui pendidikan tingkat tinggi tentang strategi keamanan nasional.Kurikulumnya menekankan pada perspektif gabungan dan antarlembaga.Adapun Perkasa juga menamatkan pendidikan kemiliterannya di The Military College of Vermont, Norwich University, Northfield, Vermont, Amerika Serikat (1999) dan National War College, National Defence University, Washington DC, Amerika Serikat (2003).Ia juga menggagas latihan bersama dalam skala terbesar yang pernah diselenggarakan dengan Angkatan Darat Amerika Serikat di tiga lokasi di Indonesia dengan sandi Operation Garuda Shield 2021.Sementara itu Yudanardi mengatakan, Sesko TNI berencana menjalin kerja sama dengan beberapa negara.","Jumat, 20 Mei 2022 13:29","KEINGINAN BESAR Jenderal Andika Perkasa untuk Sesko TNI, Setara dengan National War College Amerika",noclickbait
"SURYA.CO.ID, LAMONGAN - Bulan Syawal menjadi bulan pilihan bagi pasangan calon pengantin untuk menikah. Selama bulan Syawal, sebanyak 1.697 pasangan tercatat melangsungkan pernikahan. Data yang didapat SURYA.co.id dari Kantor Kementerian Agama (Kemenag) Lamongan menyebutkan, hingga saat ini ada sebanyak 1.697 pasangan resmi melangsungkan pernikahan.Jumlah itu tersebar di 27 KUA di seluruh Lamongan.Bahkan jumlah tersebut dimungkinkan akan bisa bertambah seiring dengan bulan Syawal yang masih tersisa.""Di Lamongan sebanyak 3.394 warga Lamongan atau ada 1.697 pasangan yang sudah melepas masa lajang di bulan Syawal atau Mei 2022 ini,"" kata Kasi Bimbingan Masyarakat Islam, Kantor Kemenag Lamongan, Khoirul Anam kepada Surya.co.id, Jumat (20/5/2022).Menurut Khoirul Anam, jumlah tersebut masih bisa bertambah, karena masih ada beberapa hari di bulan Syawal.Sedang jika masuk di bulan Selo, masyarakat tidak lagi ada menyelenggarakan hajatan.Angka pasangan di bulan Syawal tahun ini, menurutnya jumlahnya lebih banyak jika dibandingkan dengan bulan Syawal tahun lalu yang bertepatan dengan merebaknya Covid-19.Kenaikannya, ada sekitar 200 pasangan. Dari 27 kecamatan di Lamongan itu, kecamatan yang terbanyak melangsungkan akad nikah di bulan Syawal ini adalah Kecamatan Babat yaitu sebanyak 149 pasangan.""Data yang kami dapat dari Kantor Kemenag Lamongan, Kecamatan di Kabupaten Lamongan yang menjadi tepat terbanyak melangsungkan pernikahan adalah KUA Kecamatan Babat, yaitu 149 pasangan,"" ujarnya.Terkait persyaratan untuk melangsungkan pernikahan, Anam menyebut kalau ada beberapa pelonggaran yang dilakukan seiring dengan melandainya pandemi Covid-19 di Lamongan.Saat ini, tegas Anam, sudah tidak lagi diperlukan hasil tes swab PCR jika sudah melakukan vaksinasi lengkap. ""Sekarang untuk prosesi akad nikah tidak lagi diperlukan swab/PCR jika sudah vaksin lengkap,"" ujarnya.Anam menyebut, jika sejak Covid-19 melandai ada beberapa pelonggaran aturan.","Jumat, 20 Mei 2022 13:30",Ribuan Pasangan di Kabupaten Lamongan Memilih Nikah di Bulan Syawal,noclickbait
"SURYA.CO.ID, SURABAYA - Penerimaan Peserta Didik Baru (PPDB) Jawa Timur akan dimulai pada Senin (23/5/2022). Namun, daya tampung SMA dan SMK negeri hanya bisa menerima 38,22 persen dari 579.704 lulusan SMP se-derajat tahun ini.Kepala Dindik Jatim, Wahid Wahyudi mengungkapkan karena daya tampung sekolah negeri terbatas, maka kebijakan apapun yang diambil menurutnya akan ada pihak yang tidak terpuaskan ketika tidak tertampung di sekolah negeri.""Masih ada SMK dan SMA swasta yang bisa menampung 36 persen. Ada juga Madrasah Aliyah yang bisa menampung 22 persen. Sehingga total SMA SMK MA negeri dan swasta itu memiliki daya tampung 96 persen dari lulusan SMP.Empat persen ke mana? Seandainya itu melanjutkan semua tidak cukup sekolahnya. Nah itu ada yang mondok atau sekolah di luar provinsi,"" urainya di sela Sosialisasi Teknis PPDB Provinsi Jatim 2022 Wilayah 2, Kamis (20/5/2022) malam.Menurut Wahid, kualitas SMA SMK swasta di Jatim tidak kalah dengan kualitas sekolah negeri di Jatim.Oleh karena itu, sekolah swasta bisa menjadi pilihan apabila tidak tertampung di sekolah negeri.""Yang perlu disosialisasikan SMA SMK swasta di Jatim kualitasnya sama. Saya contohkan seperti di Ponorogo, SMK PGRI 2 tahun 2022 93 siswanya begitu lulus diterima di perusahaan Korea dan Jepang dan banyak lagi contoh sekolah yang hebat. Kami berharap orang tua menjadikan sekolah swasta sebagai pilihan,"" ujarnya.Selain itu, aplikasi PPDB yang disiapkan Dindik Jatim juga memuat informasi sekolah swasta yang dekat dengan rumah siswa.Ditambahkan Kepala UPT Teknologi Informasi dan Komunikasi Pendidikan (TIKP) Dindik Jatim, Alfian Majdi jalur zonasi tahun ini hampir sama dengan tahun sebelumnya.Namun, ada perbaikan dalam sistem penentuan titik jarak rumah ke sekolah.Melalui sistem open street maps dengan kalibrasi dengan akurasi paling jauh 5 meter.""Jadi sekolah sebagai titik tengah ditarik garis lurus sampai menuju lokasi siswa, akurasi zoom in ditingkatkan 100 persen. Sehingga tingkat kesalahan rendah dan memasksimalkan tingkat akurasi sampai 5 meter,"" urainya.Pada jalur zonasi, Alfian menjelaskan siswa bisa mendaftar didalam zona atapun luar zona yang berbatasan. Misalnya siswa yang berada di Waru Sidoarjo, bisa mendaftar di SMA terdekat, SMAN 15 Surabaya.","Jumat, 20 Mei 2022 13:37","Daya Tampung SMA/SMK Negeri Terbatas, Kadindik Jatim : Kualitas Sekolah Negeri dan Swasta Sama",noclickbait
"SURYA.CO.ID, JAKARTA — Menteri Koordinator Bidang Perekonomian Airlangga Hartarto menyampaikan terima kasih kepada jajaran Polri atas kerja samanya dengan pemerintah menangani pandemi Covid-19.Menurut Airlangga, kolaborasi pemerintah dengan Polri dan TNI mampu menyukseskan sejumlah program yang dirancang pemerintah.Antara lain, penyaluran berbagai Program Perlindungan Sosial yang termasuk dalam Program Pemulihan Ekonomi Nasional (PEN), stabilitas harga pangan, pelonggaran mudik Lebaran, hingga percepatan vaksinasi Covid-19.“Pada Kuartal II-2022 ini, terdapat momentum ekonomi akibat adanya kebijakan pelonggaran mudik Lebaran. Saya mengapresiasi kerja keras Polri dalam pengamanan arus mudik dan arus balik Lebaran yang lalu. Alhamdulillah, mudik tahun ini bisa kita lakukan tanpa disertai dengan lonjakan kasus Covid-19,” tutur Airlangga saat menyampaikan materi pembelajaran pada Sespimti Polri Dikreg ke-31 T.A. 2022, Kamis (19/5/2022).Menko Perekonomian menambahkan, pelonggaran mudik mendorong peningkatan Konsumsi Rumah Tangga sebesar 1,09 persen atau mendorong pertumbuhan PDB pada Kuartal II sebesar 0,56 persen.Disamping kesuksesan dalam penyelenggaraan mudik Lebaran 2022, di tahun ini juga inflasi pada Ramadhan dan Idul Fitri berhasil dijaga.“Terima kasih kepada jajaran Polri, terutama Satgas Pangan yang terus mendukung kebijakan pemerintah dalam menstabilkan harga-harga kebutuhan pokok,” kata Menko Airlangga.Selain itu, Polri juga membantu pemerintah dalam program BT-PKLWN serta program BLT Minyak Goreng untuk memenuhi kebutuhan masyarakat yang terdampak kenaikan harga minyak goreng kemasan dan curah.Hingga 9 Mei 2022, Polri berhasil menyalurkan BT-PKLWN kepada 638 ribu penerima dan BLT Minyak Goreng kepada 1,16 juta penerima.“Partisipasi Polri juga dibutuhkan dalam penanganan pandemi Covid-19 melalui sosialisasi, edukasi, penegakan hukum, dan percepatan vaksinasi,” tegas Menko Airlangga.Di samping itu, Airlangga mengakui pengawalan dan dukungan Polri juga diperlukan untuk pelaksanaan Presidensi G20, menjaga ketahanan pangan dan energi, serta mengantisipasi kemungkinan dampak gejolak keamanan di dalam negeri.Ketua Umum Partai Golkar ini mengatakan, terjadinya konflik antara Rusia dan Ukraina berpengaruh terhadap kondisi penawaran dan permintaan di pasar dunia.Misalkan, hal ini berdampak pada terganggunya pasokan energi, pangan, serta komponen input produksi di dunia.Namun, belajar dari pengalaman pada 2021, Airlangga menegaskan, kolaborasi dan sinergi adalah hal penting mengingat banyak tantangan ke depan yang akan dihadapi selain pandemi Covid-19.Misalnya, pertumbuhan ekonomi Indonesia pada Kuartal I-2022 yaitu 5,01 persen (yoy), masih lebih baik dari negara-negara lain, misalnya Korea Selatan (3,07 persen), Singapura (3,40 persen), Jerman (4,00 persen), Amerika Serikat (4,29 persen), dan Tiongkok (4,80 persen). Indonesia hanya sedikit di bawah Vietnam (5,03 persen).","Jumat, 20 Mei 2022 13:40",Airlangga Apresiasi Polri Bantu Pemerintah Sukseskan Mudik dan Jaga Stabilitas Harga Pangan,noclickbait
" SURYA.co.id - Timnas voli Indonesia indoor putra harus berjuang keras untuk lolos ke final SEA Games 2021 Vietnam. Tim Merah Putih harus bisa melewati hadangan Kamboja.Pertandingan Timnas voli Indonesia vs Kamboja di voli indoor babak semifinal SEA Games 2021 Vietnam diajdwalkan berlangsung Jumat (20/5/2022) pukul 14.00 WIB.Bagi Timnas voli Indonesia, lawan Kamboja bukan perkara mudah.Kamboja menunjukan performa menterang dengan menghentikan langkah salah satu tim kuat, Filipina.Keseruan duel Timnas voli Indoensia vs Kamboja pada semifinal SEA Games 2021 Vietnam akan bisa dinikmati penggila bola voli di tanah Air.Link live streaming pertandingan Indonesia vs Kamboja pada semifnal SEA games 2021 Vietnam akan bsia diakses di akhir artikel ini.Pertandingan Indoensia vs Kamboja pada semifinal voli indoor putra SEA Games 2021 Vietnam diprediksi berlangsung seru dan ketat.Kamboja tidak boleh dianggap remeh. Mereka sukses menembus semifinal dengan mengalahkan tim kuat, Filipina.Sesuai catatan, Indonesia lebih diunggulkan. Merah Putih merupakan juara bertahan SEA Games sebelumnya.Di atas kertas Indonesia dijagokan untuk melangkah ke final karena menghadapi Kamboja.Tapi Indonesia tidak boleh menganggap enteng Kamboja.Kamboja lolos dari Grup B walau harus bersaing dengan Thailand, salah satu raja voli di ASEAN, dan finalis SEA Games 2019, Filipina.Filipina tumbang 1-3 dari Kamboja walau pada SEA Games 2019 mereka menang 3-0. Adapun Thailand menang dengan susah payah dengan skor 3-2.","Jumat, 20 Mei 2022 13:45",LINK LIVE STREAMING Semifinal Voli Putra SEA Games 2021 - Upaya Indonesia Lewati Kamboja Pukul 14.00,clickbait
"SURYA.CO.ID, MADIUN - Pemerintah melalui anak perusahaan BUMN PT Rajawali Nusindo mendistribusikan minyak goreng curah kepada pedagang dan pelaku UMKM di Pasar Dungus, Kecamatan Wungu, Kabupaten Madiun, Jumat (20/5/2022).Dalam distribusi tersebut, PT Rajawali Nusindo membawa 6 ribu liter minyak goreng curah, pedagang dan pelaku UMKM bisa mendapatkannya dengan harga Rp 14.389 per kilogram.Syaratnya mereka harus membawa KTP asli dan jerigen sendiri dari rumah.""Ini adalah rangakaian program pemerintah pusat untuk kelancaran distribusi minyak goreng walaupun sebenarnya distribusi di daerah sudah lancar,"" kata Kabid Perdagangan Disperdagkop Kabupaten Madiun Toni Eko Prasetiyo.Toni menyebut saat ini di beberapa kecamatan di Kabupaten Madiun terutama Kabupaten Madiun bagian selatan yaitu Kecamatan Dolopo, Kecamatan Kebonsari dan Kecamatan Geger sudah memenuhi Harga Eceran Tertinggi (HET) yang ditetapkan pemerintah.Yaitu Rp 14 ribu perliter atau Rp 15.500 perkilogram.""Wilayah selatan ini mendapatkan tambahan pasokan dari beberapa distributor di Ponorogo sehingga stok dan harganya aman. Kalau yang lain masih kita temukan di atas HET tapi masih dalam nilai yang wajar yaitu Rp 16 ribu perkilogram,"" lanjutnya.Disperdagkop telah menegur para pedagang tersebut agar bisa menjual minyak goreng curah sesuai HET.""Belum kita sanksi, karena masih dalam interval kewajaran, masih bisa ditoleransi,"" tambahnya.Toni sendiri optimis dengan lancarnya pasokan stok minyak goreng curah di Kabupaten Madiun maka semua pedagang bisa mematuhi patokan HET.""Seperti halnya minyak goreng kemasan. Karena stoknya lancar, harganya sudah mulai turun perlahan. Sebelumnya Rp 24-25 ribu perliter sekarang Rp 21-22 ribu tergantung mereknya,"" pungkasnya.BACA BERITA SURYA.CO.ID DI GOOGLE NEWS LAINNYA","Jumat, 20 Mei 2022 13:49","Di Kabupaten Madiun, Masih Ada Pedagang Nakal yang Jual Minyak Curah di Atas HET",noclickbait
"SURYA.CO.ID - Penampilan baru Arya Saloka baru-baru ini disorot, setelah tak jadi lawan main Amanda Manopo di sinetron Ikatan Cinta.Arya Saloka terlihat tampil lebih berewokan.Berbeda dengan penampilannya saat memerankan Aldebaran yang kaku, Arya Saloka terekam murung dan melamun saat menghadiri sebuah acara.Ia bahkan memeluk kawan pria yang berada di sampingnya.Entah apa yang sedang dipikirkan suami Putri Anne tersebut.Video Arya Saloka viral diunggah Instagram @insta.julid akhirnya buat warganet ikut penasaran.Ada yang beranggapan Arya Saloka sengaja brewokan untuk memainkan peran Aldebaran kembali.Ada juga yang beranggapan Arya Saloka sedang kecapean.""Kan ntar si AL balik lgi k.IC dlm kondisi bewok gtu crita ny ilang udh lama kan,"" tulis akun @putriarjuna7.""Lagi bingung mikirin anak istri apa amanda manopo gitu t,"" tulis akun @ninosahrial.""Kurang fokus masse. Ngelamun atau kecapean,"" tulis akun @daniknurlaheni.Amanda Manopo Pergi ke SwissAmanda Manopo bakal meninggalkan Ikatan Cinta untuk sementara waktu.Setelah Arya Saloka mengambil cuti dari sinetron itu, kini giliran Amanda Manopo yang pergi liburan.","Jumat, 20 Mei 2022 13:53","Penampilan Baru Arya Saloka Jadi Sorotan, Setelah Tak Lagi Bersama Amanda Manopo di Ikatan Cinta",clickbait
"SURYA.CO.ID, SURABAYA - Pemerintah Provinsi Jawa Timur kembali memperoleh penghargaan di tingkat nasional.Kali ini, Pemprov Jatim menerima dua penghargaan sekaligus dari Arsip Nasional Republik Indonesia (ANRI).Penghargaan tersebut diterima oleh Kepala Dinas Perpustakaan dan Kearsipan Jatim Tiat S. Suwardi mewakili Gubernur Jawa Timur Khofifah Indar Parawansa dalam rangkaian kegiatan Anugerah Kearsipan dan Puncak Peringatan Hari Kearsipan ke-51 Tahun 2022 di Hotel Pangeran Pekanbaru, Riau, Rabu (18/5/2022) siang.Adapun dua penghargaan yang diterima Pemprov Jatim yaitu Penghargaan sebagai Simpul Jaringan Terbaik Nasional - Jaringan Informasi Kearsipan Nasional (JIKN)Tahun 2022 diserahkan oleh Kepala ANRI Imam Gunarto.Sedangkan, penghargaan lainnya adalah Nilai Terbaik Pengawasan Kearsipan Tahun 2021 kategori Pemerintah Daerah Provinsi diserahkan oleh Menteri Pendayagunaan Aparatur Negara dan Reformasi Birokrasi (MenPAN-RB) RI Tjahjo Kumolo.Sebelumnya, sebanyak 24 instansi telah mengikuti proses penilaian Simpul Jaringan Terbaik Nasional tahun 2022. Proses penilaian tersebut terdiri dari empat tahapan, yang terdiri dari registrasi, pengisian self-assesment, wawancara, dan hasil akhir penilaian.Simpul jaringan yang berhak mengikuti penilaian ini diharuskan memiliki kriteria, sekurang-kurangnya memperoleh nilai hasil pengawasan kearsipan minimal kategori B (Baik) pada 2 (dua) tahun terakhir dan menjadi simpul jaringan minimal 1 (satu) tahun terakhir. Adapun bobot penilaian terdiri dari 70 % pada pengisian self-assessment dan 30 % wawancara.Sebagai informasi, jumlah lembaga kearsipan dan pencipta arsip yang telah menjadi simpul jaringan sampai tahun 2022 dengan total 340 anggota simpul jaringan dengan rincian, yaitu: Kementerian/Lembaga 38 anggota, Lembaga Kearsipan Daerah Provinsi 29 anggota, Lembaga Kearsipan Daerah Kabupaten 184 anggota, Lembaga Kearsipan Daerah Kota 66 anggota, Perguruan Tinggi Negeri 21 anggota, dan BUMN 2 anggota.Sementara untuk Penghargaan Nilai Pengawasan Kearsipan Tahun 2021, Pemprov Jatim memperoleh nilai 82,59 dengan kategori A (memuaskan). Nilai tersebut berdasarkan hasil pengawasan kearsipan tahun 2021 yang tertuang dalam Keputusan Kepala ANRI Nomor 388 Tahun 2021 dan Keputusan Kepala ANRI Nomor 104 Tahun 2022.Atas diterimanya penghargaan tersebut, Gubernur Khofifah mengucapkan terima kasih dan syukur atas capaian penghargaan tersebut. Apresiasi ini menjadi pemberi semangat dan dorongan untuk semakin meningkatkan mutu dan kualitas kinerja di seluruh Jawa Timur, terutama di bidang kearsipan.“Alhamdulillah, kali ini Pemerintah Provinsi Jawa Timur memperoleh dua penghargaan dari ANRI yang diserahkan oleh Bapak MenPAN-RB Tjahjo Kumolo. Ini semua atas kerja keras dan sinergi dari seluruh pihak, Dinas Perpustakaan dan Kearsipan Provinsi Jatim maupun kabupaten/kota se-Jatim,” kata orang nomor satu di Jatim itu.“Meski demikian, kami dari pemprov dan pemkab/pemkot akan terus memperbaiki diri agar mampu meningkatkan edukasi melalui khasanah arsip yang telah di-input,"" imbuhnya.Menurut Gubernur Khofifah, kearsipan ini merupakan hal yang penting bagi masyarakat. Pasalnya, kearsipan ini diharapkan dapat mendukung akses dan layanan bagi masyarakat.Khofifah menuturkan, Pemprov Jatim melalui Dinas Perpustakaan dan Kearsipan sebagai simpul JIKN, menyediakan informasi guna mendukung akses serta layanan kepada masyarakat. Hal itu sekaligus sebagai sarana mengedukasi masyarakat dalam bidang kearsipan dan memori kolektif serta naskah-naskah kuno yang ada dan pernah ditulis tokoh-tokoh di Jawa Timur.","Jumat, 20 Mei 2022 13:59","Jatim Raih Dua Penghargaan dari Arsip Nasional RI, Ini Pesan Gubernur Khofifah",clickbait
"SURYA.CO.ID, SURABAYA – Tren fandom atau komunitas penyuka kegiatan, topik atau objek tertentu seperti games, artis ataupun masakan saat ini semakin banyak ditemui.Kehadiran fandom di ASEAN bukan hal yang baru, namun dengan kondisi pandemi Covid-19, jumlah orang yang mengikuti komunitas fandom meningkat secara signifikan.Hal ini menarik perhatian Hakuhodo Institute of Life and Living ASEAN (HILL ASEAN), institusi yang berada di bawah naungan salah satu perusahaan periklanan ternama di Jepang, Hakuhodo Inc untuk melakukan riset bertajuk “Into the Fandom – How Tribes of Fans will be the Next Power in Society?”.Penelitian ini dilakukan dengan metode survei kuantitatif dan kualitatif ini dilakukan di 6 (enam) negara ASEAN dan Jepang, yang menganalisa lebih dalam terkait sikap dan perilaku dari masyarakat yang bergabung dalam fandom.Devi Attamimi, Institute Director of HILL ASEAN dan Executive Director Strategy, Hakuhodo International Indonesia mengungkapkan riset ini dapat menjadi indikator berbasis fakta yang menciptakan perspektif baru dalam membantu strategi pemasaran dari produk-produk konsumen di negara-negara ASEAN.Hal ini sejalan dengan misi dan komitmen HILL ASEAN untuk selalu mendukung aktivitas pemasaran perusahaan-perusahaan di ASEAN.“Kami mengambil topik fandom karena fandom semakin banyak di Indonesia. Fandom ini kumpulan fans atau komunitas fans yang memiliki loyalitas tinggi terhadap kecintaan atau idola mereka. Ada potensi bagi brand untuk terlibat dalam arus fans, apalagi marketer selalu mencari segmen yang potential,” ungkapnya dalam Forum HILL ASEA, Kamis (19/5/2022).Hasil penelitian menunjukkan, subjek fandom yang paling banyak diikuti di ASEAN selama pandemi sesuai urutan adalah K-Pop, game, dan memasak.Secara khusus, urutan subjek fandom terbanyak di Indonesia adalah memasak, game, dan K-Pop.Selain itu, sekitar 83persen masyarakat ASEAN juga mengakui mereka memiliki brand yang sangat disukai dan menjadi fans dari brand tersebut.“Alasannya antara lain karena kualitas produk atau layanan yang baik, adanya nilai emosional, dan didukung komunitas fandom yang tak terbatas,”urainya.Dengan demikian menurutnya, Brand perlu menjadi mitra fandom.Bukan hanya menyediakan dana untuk kegiatan fandom, tetapi ikut terlibat di dalamnya.Aset-aset milik brand yang digunakan untuk mendukung tujuan fandom akan ikut memberikan keuntungan bagi brand.","Jumat, 20 Mei 2022 14:08",Tren Fandom yang Semakin Luas Mampu Pengaruhi Brand,clickbait
"SURYA.CO.ID, SURABAYA - Sebanyak 3.452 warga Kota Surabaya larut dalam gerakan penuh semangat Senam Indonesia Cinta Tanah Air (SICITA) yang diprakarsai DPC PDIP Surabaya. Mulai Taman Bungkul di tengah Kota Surabaya hingga ke lapangan dan areal kampung.Semua pengurus, kader dan seluruh simpatisan hingga kaum milenial di Kota Pahlawan kompak bersenam dalam rangka Hari Kebangkitan Nasional (Harkitnas), Jumat (20/5/2022). Mereka bersenam serentak di 32 titik.""Kami peringati Harkitnas dengan SICITA. Senam kebanggaan bagi kader-kader banteng Kota Surabaya. Begitu meriah, penuh semangat dan gembira,” kata Ketua DPC PDIP Surabaya, Adi Sutarwijono usai mengikuti SICITA penuh semangat.Taman Bungkul adalah lokasi SICITA untuk kader DPC PDIP Surabaya dan warga tengah kota. Sebanyak 269 peserta dari pengurus badan-badan PDIP, kader perempuan, pengurus Bamusi, kaum milenial dari Taruna Merah Putih dan Relawan Perjuangan Demokrasi (Repdem), organ sayap PDIP dan kelompok lain.Untuk tingkat kecamatan, kelurahan dan anak ranting atau level RW, dipusatkan di masing-masing kecamatan. Termasuk digelar di lapangan-lapangan dan areal kampung. Senam SICITA diikuti melalui live streaming yang disiarkan langsung secara nasional dari Lapangan Banteng, Jakarta, mengikuti DPP partai ini.Selain Ketua DPC, SICITA di Taman Bungkul juga diikuti Sekretaris DPC Baktiono, Bendahara Taru Sasmito, Wakil Wali Kota Armuji dan jajaran pengurus tingkat kota atau DPC. Juga sejumlah anggota DPRD dari Fraksi PDIP Budi Leksono, Agatha Retnosari, Abdul Ghoni Mukhlas Niam.“Mensana in corporo sano, di dalam tubuh yang sehat terdapat jiwa yang kuat. Kita bekerja dan mengabdi, menggerakkan organisasi dalam melayani rakyat, dengan tubuh yang sehat, dengan jiwa dan hati yang gembira,” lanjut Adi.Wakil Wali Kota Surabaya, Armuji mengatakan, tugas dari seluruh kader dan pengurus untuk menyosialisasikan senam SICITA kepada warga masyarakat.“Kami jalankan tugas pengabdian dengan jiwa dan pikiran yang sehat,” kata Cak Ji.Wali Kota Surabaya, Eri Cahyadi tidak bisa hadir mengikuti senam SICITA, karena pada saat yang sama harus memimpin upacara peringatan Hari Kebangkitan Nasional di Balai Kota Surabaya.“Salam dan tetap semangat untuk kader-kader banteng di seluruh Surabaya,” kata Eri Cahyadi, melalui pesan singkat.Beragam ekspresi kegembiraan dan semangat dari kader-kader PDI Perjuangan.“Semua kader dan pengurus antusias, all out untuk melakukan senam SICITA,” ujar Mohammad Jupri, Ketua PAC PDIP Genteng, yang menggelar kegiatan di pelataran parkir THR.“Semangat, mantapp puolll,” kata Reksa Ningsih, Ketua PAC PDI Perjuangan Kec. Gununganyar, yang menggelar senam SICITA di lapangan Gununganyar.","Jumat, 20 Mei 2022 14:18",Tengah Kota hingga Kampung Ribuan Warga Surabaya Larut dalam Semangat Senam SICITA,noclickbait
"SURYA.CO.ID, PASURUAN - Masyarakat Anti Korupsi Anggaran Rakyat (MAKAR) mendesak Kejaksaan Negeri (Kejari) Bangil untuk segera menentukan sikap terkait kasus dugaaan gratifikasi proyek penunjukan langsung (PL) yang berasal dari pokok pikiran (Pokir) anggota Dewan.Koordinator MAKAR Lujeng Sudarto mendesak penyidik segera mengumumkan hasil pemeriksaan dugaan gratifikasi proyek Pokir.Menurut dia, publik menunggu kejelasan kasus ini, dilanjutkan ke tingkat penyidikan atau dihentikan perkaranya.""Kami juga menunggu kejelasannya. Makanya, kami mendesak Kejaksaan segera mengambil sikap. Apalagi, penyidik juga memeriksa pejabat OPD Pemkab Pasuruan, rekanan hingga anggota Dewan, tapi belum juga mengumumkan hasilnya,"" ungkapnya.Menurut Lujeng, tindak lanjut atau penghentian pemeriksaan perkara dugaan gratifikasi ini menjadi atensi masyarakat, mengingat kasus ini telah berjalan hampir satu tahun lalu.""Penyidik Kejari Kabupaten Pasuruan harus segera mengambil sikap tegas. Jika memenuhi unsur tindak pidana korupsi, segera tingkatkan ke penyidikan. Sebaliknya jika dianggap tidak memiliki unsur pidana, juga harus diumumkan penghentian perkaranya,"" tandas Lujeng Sudarto.Dikatakannya, penghentian perkara dugaan praktek korupsi yang dianggap tidak memenuhi unsur pidana, bukanlah sesuatu yang tabu.Pengumuman penghentian perkara yang didasarkan alasan yang jelas justru memberikan adanya kepastian hukum atas perkara tersebut.""Penghentian perkara dugaan gratifikasi proyek Pokir dengan alasan tidak cukup alat bukti, bisa saja kami terima. Tetapi yang harus diingat bahwa mens rea (niat jahat) dugaan praktek memang benar adanya,"" tegas Lujeng.Pada awal Maret 2022, penyidik Kejari Kabupaten Pasuruan telah memeriksa ketua dan wakil ketua Dewan serta pimpinan Komisi di DPRD Kabupaten Pasuruan.Terhadap pejabat OPD Pemkab Pasuruan dan para rekanan yang diduga mendapatkan paket proyek dari anggota Dewan juga telah dilakukan pemeriksaan.Namun hingga saat ini belum ada kejelasan nasib pengungkapan dugaan gratifikasi tersebut.BACA BERITA SURYA.CO.ID DI GOOGLE NEWS LAINNYA","Jumat, 20 Mei 2022 14:20","Kasus Dugaan Gratifikasi PL dari Pokir DPRD, Ini Pesan Masyarakat Anti Korupsi pada Kejari Bangil",noclickbait
"SURYA.CO.ID, TUBAN - Lahan sawah yang amblas di Dusun Dermo, Desa Tasikharjo, Kecamatan Jenu, Kabupaten Tuban ternyata digunakan warga untuk menggembala hewan ternak.Kini setelah permukaan tanah turun sekitar 1,5 meter, kawasan sekitar membentuk seperti danau dengan luas diameter 30-35 meter.""Biasanya digunakan untuk angon (menggembala, red) hewan ternak,"" kata Kaswari (50) saat di lokasi, Jumat (20/5/2022).Warga setempat itu menjelaskan, saat kejadian amblasnya tanah memang tidak ada yang tahu.Tiba-tiba saja pada Rabu (18/5/2022), warga yang mau menggembala sapi maupun kambing mengetahui tanah sudah berbentuk demikian.""Tidak ada yang tahu amblasnya jam berapa, tapi pagi harinya baru tahu,"" ungkapnya sambil menunjukkan tanah yang amblas.Sementara itu, Kades Tasikharjo, Damuri menyatakan, begitu mendapat laporan adanya tanah amblas ia langsung meneruskan ke pihak forkopimcam.Saat ini di lokasi sudah terpasang garis polisi, tujuannya agar warga tidak mendekat lubang yang bisa membahayakan.""Sudah dipasang garis polisi, tidak ada korban baik dari hewan ternak maupun dari warga sendiri,"" pungkasnya.BACA BERITA SURYA.CO.ID DI GOOGLE NEWS LAINNYA","Jumat, 20 Mei 2022 14:28",Lahan di Kabupaten Tuban yang Mendadak Amblas Biasa Dipakai Warga Menggembala Hewan Ternak,noclickbait
